token_type,token_address,receiver,amount
erc20,0x4200000000000000000000000000000000000042,0x2126D723eCb1703d51caF3906355f802BbF2989D,35.088
erc20,0x4200000000000000000000000000000000000042,0x6e51fCF145Ef73D29f67026DF3365c82B3a1538f,35.088
erc20,0x4200000000000000000000000000000000000042,0x434ea8E0304e03f40fFda3eFe6B06fa11846a4A4,35.088
erc20,0x4200000000000000000000000000000000000042,0xB3bE89B013d6Ceacae9D7E7805E17849287eEC5f,35.088
erc20,0x4200000000000000000000000000000000000042,0x77DD1FcbcBfe981eC52027Ca1e2b715157dA7DbC,35.088
erc20,0x4200000000000000000000000000000000000042,0x7702697F429e12fBD432EC7364047A519e81408c,35.088
erc20,0x4200000000000000000000000000000000000042,0x082aae07A43Ae1885BcE54112B782592d99Eb049,35.088
erc20,0x4200000000000000000000000000000000000042,0x51fEdC21D840E13862e1fe02AaBFFA401ca4bF21,35.088
erc20,0x4200000000000000000000000000000000000042,0x184d473862543B07bEF4D217fd3D5C0D8893E71f,35.088
erc20,0x4200000000000000000000000000000000000042,0xfc427d3112cCEF24DcE7FdA59238aCECa2B8105a,35.088
erc20,0x4200000000000000000000000000000000000042,0x043AC44F8Cec7e359A31415f1e54459A8c2599a0,35.088
erc20,0x4200000000000000000000000000000000000042,0x2b5a0bE5940B63dE1eDdCCCa7bd977357e2488eD,35.088
erc20,0x4200000000000000000000000000000000000042,0x827B4277CeD13f7eCD6d37CC214C26bc6Ba1D76B,35.088
erc20,0x4200000000000000000000000000000000000042,0x2E3a5B0572d827dF95A497FFBf3d741fc6dDc776,35.088
erc20,0x4200000000000000000000000000000000000042,0xB225d717913B54E52BbD60b7f79fbdbc2bCD5CE2,35.088
erc20,0x4200000000000000000000000000000000000042,0x3489098656009933551426796894C51d52d9ee1F,35.088
erc20,0x4200000000000000000000000000000000000042,0x52bb895c18359647BEcDB665ebBab3F382e39Df8,35.088
erc20,0x4200000000000000000000000000000000000042,0x29f8d48ADC6328891b45100064738a9F3C7860F0,35.088
erc20,0x4200000000000000000000000000000000000042,0x12cc270Bb2136c772B7e28868D7782Aa62827229,35.088
erc20,0x4200000000000000000000000000000000000042,0xD68965a3Bc263c3a2d43c713cd971aE16c31CB18,35.088
erc20,0x4200000000000000000000000000000000000042,0xB9beee8F793f5caC19e0311D49382ba933A0065d,35.088
erc20,0x4200000000000000000000000000000000000042,0x657340f8F3187bB251700edE07140aaA93C08c35,35.088
erc20,0x4200000000000000000000000000000000000042,0x751A398c5d2a19FA4c8428014Dc3A35E415061df,35.088
erc20,0x4200000000000000000000000000000000000042,0xE0847fBB6581987CA66E955BD6e5138A3642246A,35.088
erc20,0x4200000000000000000000000000000000000042,0xeDC5EAC669E11a83D566A94359cC5a66dC935Ae7,35.088
erc20,0x4200000000000000000000000000000000000042,0xd84D7BDc4b79171917C81ddBB22A01139EB4cd84,35.088
erc20,0x4200000000000000000000000000000000000042,0xDdf820EfeD77eFdB2B13A379390b6225cAc2d168,35.088
erc20,0x4200000000000000000000000000000000000042,0x2984Bb4953cfCE2cEc957388BE686D6c38779234,35.088
erc20,0x4200000000000000000000000000000000000042,0x23E4bCd3d2A02F9791349eAC5692b4c153B1eE72,35.088
erc20,0x4200000000000000000000000000000000000042,0xf5472DDED051ab391358C427f87f8BFBC5C16CE7,35.088
erc20,0x4200000000000000000000000000000000000042,0x31A406EfBD18897c85A028CA2Ad9Bbf06FebAA2c,35.088
erc20,0x4200000000000000000000000000000000000042,0xE62EF24D033a593E8B0cc6cb9932aee4BeD9d1d8,35.088
erc20,0x4200000000000000000000000000000000000042,0x01feDe4Bb0f06cA47735BE98B7a083a60C087a7D,35.088
erc20,0x4200000000000000000000000000000000000042,0xF8e016D50e75C32de1f6aeab8395c96C4c76F9c1,35.088
erc20,0x4200000000000000000000000000000000000042,0xe376d5dF6BEE5863B772f3Ab11B81fEB0b3Ebdf0,35.088
erc20,0x4200000000000000000000000000000000000042,0xA1cDcfB9c90A745868a2c3a9866F1929f07e7821,35.088
erc20,0x4200000000000000000000000000000000000042,0x258B3859Bd1ec183E1CB0d124590894a0DCf85a4,35.088
erc20,0x4200000000000000000000000000000000000042,0x7b1768877a8Cb5f51ADB4c231626DaE8f862f881,35.088
erc20,0x4200000000000000000000000000000000000042,0xA41C7df6Ad3d886B436A54621c1385c6Ca51970e,35.088
erc20,0x4200000000000000000000000000000000000042,0x0E4e583EaaAfd1D57E883Ec6cbdb4915B3C31410,35.088
erc20,0x4200000000000000000000000000000000000042,0xADAA69402e7862e6C5Eb6647f05a8954620ee5d3,35.088
erc20,0x4200000000000000000000000000000000000042,0xB762C86cd8e1c8a2E564037688B5685A531E18F2,35.088
erc20,0x4200000000000000000000000000000000000042,0x8A0c098e896fa309828A35Ce714403D23cBBCf3A,35.088
erc20,0x4200000000000000000000000000000000000042,0x5c81975bdE46CA89c49b20eBD45487D2908FaaCA,35.088
erc20,0x4200000000000000000000000000000000000042,0xCBb54Eda2048b57d1b0Afb19a73948E9D58B6973,35.088
erc20,0x4200000000000000000000000000000000000042,0x7d7a53e0B9473Ec6A4D9F47E03BD19871203841d,35.088
erc20,0x4200000000000000000000000000000000000042,0x59455BA3D00Bb8cBeAd8fE6DB3973210e49D4303,35.088
erc20,0x4200000000000000000000000000000000000042,0x104D86705c46e9422B803AF522b43809f1C8e4e9,35.088
erc20,0x4200000000000000000000000000000000000042,0xD55F189478e546Cb368394D5048231A6ba26c099,35.088
erc20,0x4200000000000000000000000000000000000042,0xd9433fEB77953cF723f672b1E1dAf228AA3F55ae,35.088
erc20,0x4200000000000000000000000000000000000042,0xE23507DB4351cD60067a8f2D328328BD9Fa8Df34,35.088
erc20,0x4200000000000000000000000000000000000042,0xb1C11ecAF7B984cc71A9A3eaA4A093b93386998f,35.088
erc20,0x4200000000000000000000000000000000000042,0x2bC12061C8912505978472C21d4a23dB43AF62aA,35.088
erc20,0x4200000000000000000000000000000000000042,0xC227799abe8557a8Ecfe7297c4bC63e58EBAc8A3,35.088
erc20,0x4200000000000000000000000000000000000042,0x17A4199329820f7e6cf677b5d51716ac584CeDf9,35.088
erc20,0x4200000000000000000000000000000000000042,0xd9B325E4040AbdAe9aE4Bdc31bABF9698429aa53,35.088
erc20,0x4200000000000000000000000000000000000042,0x863314e95f894639Bab022b2189CecFe8c086ABd,35.088
erc20,0x4200000000000000000000000000000000000042,0xa4A45767A697384f685a916e17b1E35e37314540,35.088
erc20,0x4200000000000000000000000000000000000042,0x529656620D914443405A55ec42Ad0eAEaF0b4A2c,35.088
erc20,0x4200000000000000000000000000000000000042,0x83CA6e16db349f9E815509a3d3E99d9e8c758b3B,35.088
erc20,0x4200000000000000000000000000000000000042,0x9d77056156459335001147c870D10748182c6A86,35.088
erc20,0x4200000000000000000000000000000000000042,0x426cf0A8423A9522A78cd3325984AE000D425EeB,35.088
erc20,0x4200000000000000000000000000000000000042,0x1A81AFd356cF715dBa4b59d8242550BC7b7AD186,35.088
erc20,0x4200000000000000000000000000000000000042,0x0B6D7B0309c7123c5Ec04B00cc92cf1b9082C8C9,35.088
erc20,0x4200000000000000000000000000000000000042,0xfbf8D73CC01ac23C6c4243f576656434f594d3e2,35.088
erc20,0x4200000000000000000000000000000000000042,0x1ca3Aa0d0Ad5a34DAAFe372e43E6Ca55Be3B2D7E,35.088
erc20,0x4200000000000000000000000000000000000042,0x736eD70a9059978A9C7733cD65E780f0c7bD162c,35.088
erc20,0x4200000000000000000000000000000000000042,0xC8a8Bf2e37fC1a205fb8281A6a866Bc8F7110041,35.088
erc20,0x4200000000000000000000000000000000000042,0x38e4C7f518b7969BbB0326140Ca857a32Fe69B9A,35.088
erc20,0x4200000000000000000000000000000000000042,0x802dbD9Af9055C0c8C92C610106618289D31eff9,35.088
erc20,0x4200000000000000000000000000000000000042,0x43260994621E508b5Ca41D74b606d4000A46838E,35.088
erc20,0x4200000000000000000000000000000000000042,0x4CB11cc4Ce988B40a6C20E798904199519a665fa,35.088
erc20,0x4200000000000000000000000000000000000042,0xc330Feb66993346B932d397e085B6FC4234f97d9,35.088
erc20,0x4200000000000000000000000000000000000042,0xE983d2f4953C8cAf68Dd8f5a196D5fe5f12fbA91,35.088
erc20,0x4200000000000000000000000000000000000042,0x25CC275CFE3Cce1700E816e00d4CD1f60872038A,35.088
erc20,0x4200000000000000000000000000000000000042,0x97Ca9C21AF6b38aa7f8Df9B2DA2555f9346Fb89c,35.088
erc20,0x4200000000000000000000000000000000000042,0x51195454da5e19aF7e11370dDd85D91383e70904,35.088
erc20,0x4200000000000000000000000000000000000042,0x7D161bA844E4FC5a17f04796A2b8166Bf82972Ed,35.088
erc20,0x4200000000000000000000000000000000000042,0x09A3A850a138dAce342c79fC14F489e3C5269992,35.088
erc20,0x4200000000000000000000000000000000000042,0xc4BB7e8b4249B15FfF6165e4B67026B81AC41D92,35.088
erc20,0x4200000000000000000000000000000000000042,0x53CB0f7Aac2444A7e48Eb1A1C7f9Dec1B912CAd4,35.088
erc20,0x4200000000000000000000000000000000000042,0x6Ee2134DC15D8126190Bbae8413F0dA37517a4da,35.088
erc20,0x4200000000000000000000000000000000000042,0x082CDB957D0EF9aE865e71F0fBbc5D7E0AbA6e8c,35.088
erc20,0x4200000000000000000000000000000000000042,0x96F937286A008BD3D140F41dbaeDF4ad543B9A9c,35.088
erc20,0x4200000000000000000000000000000000000042,0xFa93c9A95727268b88Ff77b5396ED3B8b59a1BA1,35.088
erc20,0x4200000000000000000000000000000000000042,0x2856cf9905D923469bB749e9787Fc953B0a321e8,35.088
erc20,0x4200000000000000000000000000000000000042,0x7dC50796Fc2723F7cB74B4BD1C237FF942a65552,35.088
erc20,0x4200000000000000000000000000000000000042,0x487Ee2d3Cd6D5b9797CDF3131fD7b629f29f98b7,35.088
erc20,0x4200000000000000000000000000000000000042,0x5E156540978a1F1Ef032976F77d5d273Ca83Ace7,35.088
erc20,0x4200000000000000000000000000000000000042,0x3f286cC85F53d1fb7Fe9Ada4Abd030f01ee45228,35.088
erc20,0x4200000000000000000000000000000000000042,0x7Bd0faFe34a8B64AfAf16166d644CDbB2B950aaB,35.088
erc20,0x4200000000000000000000000000000000000042,0x29a834471B7F2a38805a5D58185d81EF41D27eB5,35.088
erc20,0x4200000000000000000000000000000000000042,0x06e5741722b8eFe11BAa4E9D4a4624C16A3Fd481,35.088
erc20,0x4200000000000000000000000000000000000042,0xB1aBD733F367137667460Eb821989BEB77d60939,35.088
erc20,0x4200000000000000000000000000000000000042,0x29B10B9081b2E4Aed5411a7154bB8559C89E8785,35.088
erc20,0x4200000000000000000000000000000000000042,0x196A44D1059E4eA9A528b3720eFbd969CB0Bd6cD,35.088
erc20,0x4200000000000000000000000000000000000042,0x5b0254bd9Dc7CFFCfDfBed999F6390AB2ac3811B,35.088
erc20,0x4200000000000000000000000000000000000042,0x138A87c80d1659AEe5e729221cA4872F51B2937d,35.088
erc20,0x4200000000000000000000000000000000000042,0x48f7D45FA696Dc89fF4f2233B25490455AE19DC2,35.088
erc20,0x4200000000000000000000000000000000000042,0x1c85d6Ae1336D0e4E3F165bbfA9641bfA04CeDb1,35.088
erc20,0x4200000000000000000000000000000000000042,0x2957C2968ebcB91f5683768a9bdC468d08C2a2C2,35.088
erc20,0x4200000000000000000000000000000000000042,0x19D7A7086E3a96E0aa783E59594eFf743eb12aCf,35.088
erc20,0x4200000000000000000000000000000000000042,0x1d347c5253586FA0412B0abe3452a2c958f894e5,35.088
erc20,0x4200000000000000000000000000000000000042,0x299DC65de39bd7b353F2e16881eadE0057d4D010,35.088
erc20,0x4200000000000000000000000000000000000042,0x4dfBd563F7055b8Ec1666A41e07a36f0f9f98B22,35.088
erc20,0x4200000000000000000000000000000000000042,0x011211eC9576923988C2Fe5aA3a362528c4e7e64,35.088
erc20,0x4200000000000000000000000000000000000042,0xf3a019D2f83D311bcDA86E380fBB36041ecfff64,35.088
erc20,0x4200000000000000000000000000000000000042,0x646785852122c618CB2BB1a0AAdA44f1795D5a4C,35.088
erc20,0x4200000000000000000000000000000000000042,0x95b05F935655c37ADa2088c5767E5006f230B068,35.088
erc20,0x4200000000000000000000000000000000000042,0xef50feE0c8861F3a022EE7a1F61bB11B6c5A1Fd8,35.088
erc20,0x4200000000000000000000000000000000000042,0x1d1eC8969BD49833b6512483A75c62Fa98621e8b,35.088
erc20,0x4200000000000000000000000000000000000042,0xd5BAF6781D46f7c360e45c6F3831349dE9Af6BeE,35.088
erc20,0x4200000000000000000000000000000000000042,0x6C73d98bF5d0e92b2a9FBbe74d0BFc8dd157b9Ee,35.088
erc20,0x4200000000000000000000000000000000000042,0xe077317C204bc995D556d9376F1adf048b512729,35.088
erc20,0x4200000000000000000000000000000000000042,0x81e877DD467F65b79AfF559a8fAFED6E95f01AD8,35.088
erc20,0x4200000000000000000000000000000000000042,0x30DA63Aa78B5dc58c06F3B9de73207A12614fE59,35.088
erc20,0x4200000000000000000000000000000000000042,0xe610425aC53A9DE62F91C256871Cd99083b7bf48,35.088
erc20,0x4200000000000000000000000000000000000042,0xEF13B0272700ca22C57E055f0d2ad40d6C78155E,35.088
erc20,0x4200000000000000000000000000000000000042,0xc28466bBD0F2f519829fEaEBA61470A381c5d07b,35.088
erc20,0x4200000000000000000000000000000000000042,0x020Ee2b3876d33EdE0D7C751a3a4593CAB11b90b,35.088
erc20,0x4200000000000000000000000000000000000042,0xa34FdaE47f0EF4988Cd2D1c37A91Bb9AC584D4E7,35.088
erc20,0x4200000000000000000000000000000000000042,0xE0279B1532c9f5De97cc2Ce5f47F8B8A5761265F,35.088
erc20,0x4200000000000000000000000000000000000042,0x2895FF2286A610FE63c6412FCf2D46127439FA68,35.088
erc20,0x4200000000000000000000000000000000000042,0x1cc42446804338f73C9cBa99B5a0e0A695fe1074,35.088
erc20,0x4200000000000000000000000000000000000042,0xB24B961C30F5a4A0F599513c52b790c2b369d7e0,35.088
erc20,0x4200000000000000000000000000000000000042,0x6198A21292308cE287eb9e36e273c1773c5cA888,35.088
erc20,0x4200000000000000000000000000000000000042,0xB26B5137BE5A7bB991Fa63A36a8EaA3daF394B7b,35.088
erc20,0x4200000000000000000000000000000000000042,0xE97F557C7991ed5290234b3225254d12df62732d,35.088
erc20,0x4200000000000000000000000000000000000042,0xaebAea3A77E0Fa4784654b32C5d49370e742c93C,35.088
erc20,0x4200000000000000000000000000000000000042,0xda3b62C6f1611894e578c908EC90Ec2765872088,35.088
