token_type,token_address,receiver,amount,id
erc20,0x4200000000000000000000000000000000000042,0xF96674b7D80f57276C35A6A37bf2B6f937367F4A,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x9Afc59A4be9002129b778a00E00D78d6c1d67939,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x0374C3a08Cd36DC7450a8a3344Df776b9129d26C,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xcD097cd5A1acbC2F52F1a018bf47C9089A54D6aa,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x7f4F303A2B372c004a3C8497D157Bd0f74E592fE,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x5547150E553fe3D461333f6D4b30a5fb312538a3,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x3ca4bc7F14bd114364Bf2089B4A6C136E7A31edD,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x0D41881368A861DfdA40928e802c2c1Fb7144A41,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x2c2d88aa9F4e965993988811381150F57e52F05A,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xF8B31E6Cdc9C3C457F3857E0d71410D6142B242F,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x5b05DF99fC93d76d31603427798c58fe15b62431,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x51fEdC21D840E13862e1fe02AaBFFA401ca4bF21,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x01feDe4Bb0f06cA47735BE98B7a083a60C087a7D,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x2C2ADD1C863551A0644876be227604C8E458dD7e,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x723AAdF9329A770c8A77F205EaACc879b6E83F55,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x4dfBd563F7055b8Ec1666A41e07a36f0f9f98B22,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xa54C60Bd2294a6c1c86e57787981AfAcf9ef86E7,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xf2EfC7b78168abC6A5be99e5624c64f2499d91fC,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x9d9C1715c66cBeE0566F509B8DB7344095D93622,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x50856959952516c0183C3570fbDDcf071A81826A,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x9fE5829435eB70d4a3C51f8Df130f6AAD3475Efa,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xE46dFF55F5fD43A0963b1c9408F3ac93Ff1Bc227,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x1ca3Aa0d0Ad5a34DAAFe372e43E6Ca55Be3B2D7E,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x687aff5dfF1764f32A242D7d75215386372E0289,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x683306052fcBD474Fdc754d13e00866276d3E3e1,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x6ffD435b88902388D5A9C65f2bCe6a75e1b14093,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xc03876Ddf9fBDc47AE66Bc4c7A639f0D78d90904,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x8143107F25d8f9ea5A3643CDd0Bf7aC68d8c3277,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x48b0320c7E9Fc671841a713156dA73df75765c66,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x585CfeF02eF9202CCb43D1E2Fb21d62E63F6dF3a,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xa98f8043eB2C880765C952970988cD12d0B8664d,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x2856cf9905D923469bB749e9787Fc953B0a321e8,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xF0FcB5B2eC2D511C4338F59528BaAFDaa1f3ff37,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xe6b5A31d8bb53D2C769864aC137fe25F4989f1fd,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x27c8056BfA4E19D04526648660C5cD6Ca3D52933,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xbaf74F59708dd26D987d56078ca8CA5B87EEc8AB,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x6a11579BaA0F20eAd9dbeD3BFF5E867F95E2d70C,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x3f286cC85F53d1fb7Fe9Ada4Abd030f01ee45228,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x5Ac33F16AC10db83f78C1e9bFa0b078d390856C2,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x81eb31F04020CbA1FE65A072aF64FCac3C119c2d,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x66D071A20d7942767739BBca130E08e4848D12Bc,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x7C8F39f35Ba890Be972D2CcABab0e3Dc99A82001,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x7Bd0faFe34a8B64AfAf16166d644CDbB2B950aaB,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x80b00B4a18FdEf096418E6166A0984b80d320041,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xB230628e4855Da9F6C2a34B6dAe57532a08f5851,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x712a81B587AbcaA64EA8FF2F0201F2379BF120E7,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xFdF1BfF1850f05641075588e380622D25774a7eC,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x7a4510D033986aF688A0a8a9eF114D07A7b2A577,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xD0B74BAE747a7756644B1f453577449055693A6c,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x5c78F7a59DEF43F5b2aCE13AE23bAbaE88Bc9527,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xD2602C7bDFC9F413974e944280BbFae275d1B1b6,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xE89b519AbD57Be6FE2c9CF1C3cE2488F5d810A44,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xB3bE89B013d6Ceacae9D7E7805E17849287eEC5f,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x38e4C7f518b7969BbB0326140Ca857a32Fe69B9A,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xAD2D23dcfF6cDBb8a15e71D9acEF313690933145,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x543B556c1B16804d2a39F054F06dF4Cecf2f167E,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x7239C9c7Ca2ed6F684182FcA881618fE4b557f9E,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x8A0c098e896fa309828A35Ce714403D23cBBCf3A,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x50b7b1cA8ae1C78810F4255eB382e29322c184e7,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x2b5a0bE5940B63dE1eDdCCCa7bd977357e2488eD,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x657340f8F3187bB251700edE07140aaA93C08c35,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x613D330E15e6c54c64B02F23D11a07D38ad911FE,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x2d9daC5fc34696D6cB829EA718DF63BA826977af,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xf9e1D1e9F22c96752356AdFd377231528c7E851E,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x353FE90c16Ee250AAa119a1B1b3A97d55a599A03,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xcA7a6a53d5576102765a0281c723f863D881DC96,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xbc4eC4aef8254f7434b654DF5D9DF3EAB15B252f,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xd2e27021eB2F14A2CCcFa786bb8332E93fd7571d,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x266B0faD82DAeAFBcFDF95B3c71B8c43dc5C3039,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xE8a63B086CC7FB2f2c4B48Ee03dE68fC6b517bc9,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x27Db2dDeC1b2030287beEbA4910fa0DEBCEA4353,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xCfc3Fd75883138D0Ef8952617230E2C703cF1fd0,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xE2055492361513502D67f3c7538B0afFb03734A4,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x6C98bC1A1bF5282692267b76F4D12D401B13D380,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xD55F189478e546Cb368394D5048231A6ba26c099,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x104D86705c46e9422B803AF522b43809f1C8e4e9,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xC8a8Bf2e37fC1a205fb8281A6a866Bc8F7110041,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xb892357feCeA499F4285135301A423A832aBD1b2,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xB31b6b4006e75A56C5B43D76D1E239d0C2831B6b,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xe3F53c459985051FfA4d8069008a58742C22a5b0,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xbAB6F5C97535e1689630d051360D7baDf7Bb7A14,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x42eEB118EF99133D50eEb49F74Aa9256318b0627,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x97Ca9C21AF6b38aa7f8Df9B2DA2555f9346Fb89c,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xE14a13b8eB93B6569a748EA57A1A97025fc82BE9,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x3A94b4f1f4C7b06e490BA9de85D6af3269d17076,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x25583CE7583FF3451d90bb12E11e925870450FEf,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xEa82A6482Bb7Ea76114255E74d78fB9B345f25Da,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xFE27eC2e721302A9Bd9cA102edFfc6249A1B316E,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xCBb54Eda2048b57d1b0Afb19a73948E9D58B6973,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xD4bD16f0440956fc78E479D6A125Db5635eDe553,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xa34FdaE47f0EF4988Cd2D1c37A91Bb9AC584D4E7,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xf211D1166b9a07109174372fA2471e211Ce7286f,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xcA39fDB1ec1d885318E6111F2eeF8B600Bc33dB9,26.4550,
erc20,0x4200000000000000000000000000000000000042,0x8a4a50B13Fd2cb36FeB96c408CB98B4c9F2b8F25,26.4550,
erc20,0x4200000000000000000000000000000000000042,0xD68965a3Bc263c3a2d43c713cd971aE16c31CB18,26.4550,
